Region;Comuna;Codigo_comuna;Fec;Fecha;Clave;Casos_Diarios;Casos_Acumulados;acumulados_corregidos;Muertes;Casos_Activos;activos_corregidos;Recuperados;Recuperados_Diarios;Dia;Fallecidos_Diarios;on-off;Max_Dia
Metropolitana;Paine;13404;29;43921;1340443921;0;2;2,4164512;0;2;2,4164512;0;0;12;0;ON;51
Maule;Parral;7404;29;43921;740443921;1;3;6,734913793;0;3;6,734913793;0;0;3;0;ON;42
Metropolitana;Pedro_Aguirre_Cerda;13121;29;43921;1312143921;1;12;11,13141564;0;12;11,13141564;0;0;8;0;ON;47
Maule;Pelluhue;7203;29;43921;720343921;0;1;12,35788433;0;1;12,35788433;0;0;4;0;ON;43
Metropolitana;PeNaflor;13605;29;43921;1360543921;1;12;11,87436917;0;12;11,87436917;0;0;8;0;ON;47
Metropolitana;PeNalolen;13122;29;43921;1312243921;10;44;16,49187775;0;44;16,49187775;0;0;8;0;ON;47
Valparaiso;Petorca;5404;29;43921;540443921;0;1;9,471490813;0;1;9,471490813;0;0;3;0;ON;42
Metropolitana;Pirque;13202;29;43921;1320243921;0;1;3,285906746;0;1;3,285906746;0;0;4;0;ON;43
La_Araucania;Pitrufquen;9114;29;43921;911443921;1;7;26,82403433;0;7;26,82403433;0;0;9;0;ON;48
O_Higgins;Placilla;6308;29;43921;630843921;0;1;10,91226539;0;1;10,91226539;0;0;12;0;ON;51
Metropolitana;Providencia;13123;29;43921;1312343921;2;86;54,51698584;0;53;33,59767732;33;0;27;0;ON;66
La_Araucania;Pucon;9115;29;43921;911543921;0;2;6,715465718;0;2;6,715465718;0;0;9;0;ON;48
Metropolitana;Pudahuel;13124;29;43921;1312443921;3;24;9,480957103;0;24;9,480957103;0;0;8;0;ON;47
Metropolitana;Puente_Alto;13201;29;43921;1320143921;6;21;3,251231985;0;21;3,251231985;0;0;12;0;ON;51
Los_Lagos;Puerto_Montt;10101;29;43921;1010143921;2;32;11,87833614;0;28;10,39354412;4;3;25;0;ON;64
Los_Lagos;Puerto_Octay;10302;29;43921;1030243921;0;1;10,87902524;0;1;10,87902524;0;0;3;0;ON;42
Los_Lagos;Puerto_Varas;10109;29;43921;1010943921;0;1;2,056766763;0;0;0;1;1;14;0;ON;53
Magallanes;Punta_Arenas;12101;29;43921;1210143921;19;54;38,03245436;0;52;36,62384494;2;1;15;0;ON;54
Valparaiso;Putaendo;5705;29;43921;570543921;0;2;11,33465571;0;2;11,33465571;0;0;6;0;ON;45
Los_Lagos;Puyehue;10304;29;43921;1030443921;0;1;8,483922966;0;1;8,483922966;0;0;9;0;ON;48
Metropolitana;Quilicura;13125;29;43921;1312543921;6;27;10,60095644;0;27;10,60095644;0;0;8;0;ON;47
Nuble;Quillon;16107;29;43921;1610743921;0;9;47,93097939;0;9;47,93097939;0;0;10;0;ON;49
Valparaiso;Quillota;5501;29;43921;550143921;2;11;11,27372607;0;8;8,199073505;3;3;14;0;ON;53
Valparaiso;Quilpue;5801;29;43921;580143921;0;9;5,386479935;0;9;5,386479935;0;0;12;0;ON;51
Los_Lagos;Quinchao;10210;29;43921;1021043921;0;1;12,05109665;0;1;12,05109665;0;0;6;0;ON;45
O_Higgins;Quinta_de_Tilcoco;6114;29;43921;611443921;0;1;7,20616848;0;1;7,20616848;0;0;7;0;ON;46
Metropolitana;Quinta_Normal;13126;29;43921;1312643921;1;24;17,59943682;0;24;17,59943682;0;0;7;0;ON;46
Valparaiso;Quintero;5107;29;43921;510743921;0;3;8,302200083;0;3;8,302200083;0;0;8;0;ON;47
O_Higgins;Rancagua;6101;29;43921;610143921;1;6;2,262349601;0;6;2,262349601;0;0;12;0;ON;51
Nuble;Ranquil;16206;29;43921;1620643921;0;1;15,97188947;0;1;15,97188947;0;0;10;0;ON;49
Metropolitana;Recoleta;13127;29;43921;1312743921;2;15;7,891621728;0;11;5,787189267;4;0;16;0;ON;55
Metropolitana;Renca;13128;29;43921;1312843921;0;12;7,460505947;1;11;6,838797118;0;0;13;0;ON;52
O_Higgins;Rengo;6115;29;43921;611543921;1;1;1,569612306;0;1;1,569612306;0;0;1;0;START;40
O_Higgins;Requinoa;6116;29;43921;611643921;0;1;3,292614665;0;0;0;1;1;14;0;ON;53
Maule;Rio_Claro;7108;29;43921;710843921;0;1;6,778282383;0;1;6,778282383;0;0;13;0;ON;52
Coquimbo;Rio_Hurtado;4305;29;43921;430543921;0;1;22,87282708;0;1;22,87282708;0;0;5;0;ON;44
Los_Lagos;Rio_Negro;10305;29;43921;1030543921;0;1;7,00525394;0;1;7,00525394;0;0;4;0;ON;43
Maule;Romeral;7306;29;43921;730643921;0;2;12,3685838;0;2;12,3685838;0;0;4;0;ON;43
Coquimbo;Salamanca;4204;29;43921;420443921;0;2;6,87049124;0;2;6,87049124;0;0;12;0;ON;51
Valparaiso;San_Antonio;5601;29;43921;560143921;0;2;2,066948461;0;2;2,066948461;0;0;7;0;ON;46
Metropolitana;San_Bernardo;13401;29;43921;1340143921;2;39;11,6474931;0;38;11,34883943;1;1;14;0;ON;53
Nuble;San_Carlos;16301;29;43921;1630143921;0;13;23,11028941;0;13;23,11028941;0;0;10;0;ON;49
Nuble;San_Fabian;16304;29;43921;1630443921;1;4;85,94757198;0;4;85,94757198;0;0;4;0;ON;43
Valparaiso;San_Felipe;5701;29;43921;570143921;0;3;3,593072556;0;3;3,593072556;0;0;10;0;ON;49
O_Higgins;San_Fernando;6301;29;43921;630143921;0;3;3,814755474;0;3;3,814755474;0;0;13;0;ON;52
Maule;San_Javier;7406;29;43921;740643921;1;1;2,022203798;0;1;2,022203798;0;0;1;0;START;40
Metropolitana;San_Joaquin;13129;29;43921;1312943921;4;22;21,25911968;0;22;21,25911968;0;0;9;0;ON;48
Metropolitana;San_Miguel;13130;29;43921;1313043921;1;31;23,2979355;0;30;22,5463892;1;0;15;0;ON;54
Los_Lagos;San_Pablo;10307;29;43921;1030743921;0;2;18,95195679;0;2;18,95195679;0;0;5;0;ON;44
Antofagasta;San_Pedro_de_Atacama;2203;29;43921;220343921;0;1;9,584052137;0;1;9,584052137;0;0;3;0;ON;42
Biobio;San_Pedro_de_la_Paz;8108;29;43921;810843921;0;43;29,47102929;0;42;28,78565652;1;1;14;0;ON;53
Metropolitana;San_Ramon;13131;29;43921;1313143921;2;5;5,77967865;0;5;5,77967865;0;0;2;0;ON;41
Biobio;Santa_Barbara;8311;29;43921;831143921;0;1;6,853070175;0;1;6,853070175;0;0;3;0;ON;42
Valparaiso;Santa_Maria;5706;29;43921;570643921;0;1;6,109855196;0;1;6,109855196;0;0;3;0;ON;42
Metropolitana;Santiago;13101;29;43921;1310143921;18;132;26,23487768;0;119;23,65113973;13;5;18;0;ON;57
Valparaiso;Santo_Domingo;5606;29;43921;560643921;0;2;16,75884029;0;2;16,75884029;0;0;12;0;ON;51
Metropolitana;Talagante;13601;29;43921;1360143921;2;6;7,331557467;0;6;7,331557467;0;0;9;0;ON;48
Maule;Talca;7101;29;43921;710143921;1;35;14,78515064;0;26;10,98325476;9;1;29;0;ON;68
Biobio;Talcahuano;8110;29;43921;811043921;5;38;23,99823171;1;25;15,78831034;12;10;16;0;ON;55
Antofagasta;Taltal;2104;29;43921;210443921;1;2;14,64450465;0;2;14,64450465;0;0;2;0;ON;41
La_Araucania;Temuco;9101;29;43921;910143921;35;231;76,25498876;3;226;74,60444788;2;1;16;1;ON;55
La_Araucania;Teodoro_Schmidt;9117;29;43921;911743921;1;2;12,66945395;0;2;12,66945395;0;0;2;0;ON;41
Antofagasta;Tocopilla;2301;29;43921;230143921;0;2;7,122760782;0;2;7,122760782;0;0;13;0;ON;52
Biobio;Tome;8111;29;43921;811143921;0;7;11,91915408;0;7;11,91915408;0;0;13;0;ON;52
Los_Rios;Valdivia;14101;29;43921;1410143921;6;39;22,06206795;0;38;21,4963739;1;0;16;0;ON;55
Valparaiso;Valparaiso;5101;29;43921;510143921;1;25;7,918107762;0;25;7,918107762;0;0;12;0;ON;51
La_Araucania;Victoria;9211;29;43921;921143921;1;5;14,09761186;0;5;14,09761186;0;0;5;0;ON;44
La_Araucania;Vilcun;9119;29;43921;911943921;1;5;16,25170643;0;5;16,25170643;0;0;5;0;ON;44
Valparaiso;Villa_Alemana;5804;29;43921;580443921;1;7;5,024764913;0;7;5,024764913;0;0;7;0;ON;46
La_Araucania;Villarrica;9120;29;43921;912043921;2;4;6,767845964;0;4;6,767845964;0;0;2;0;ON;41
Valparaiso;ViNa_del_Mar;5109;29;43921;510943921;2;33;9,131889388;1;31;8,578441546;1;0;16;1;ON;55
Metropolitana;Vitacura;13132;29;43921;1313243921;3;85;87,833509;0;31;32,0333974;54;0;28;0;ON;67
Biobio;Yumbel;8313;29;43921;831343921;0;5;22,59172239;0;5;22,59172239;0;0;6;0;ON;45
Nuble;Yungay;16109;29;43921;1610943921;2;7;37,64250376;0;7;37,64250376;0;0;4;0;ON;43
Valparaiso;Algarrobo;5602;30;43922;560243922;2;9;59,31198102;0;9;59,31198102;0;0;5;0;ON;43
Tarapaca;Alto_Hospicio;1107;30;43922;110743922;0;3;2,307710059;0;3;2,307710059;0;0;8;0;ON;46
La_Araucania;Angol;9201;30;43922;920143922;0;19;33,89346748;0;17;30,32573406;2;1;15;0;ON;53
Antofagasta;Antofagasta;2101;30;43922;210143922;3;36;8,456163016;0;33;7,751482765;3;3;14;0;ON;52
Biobio;Arauco;8202;30;43922;820243922;0;6;15,51229349;0;6;15,51229349;0;0;8;0;ON;46
Arica_y_Parinacota;Arica;15101;30;43922;1510143922;0;6;2,423733195;0;5;2,019777663;1;0;16;0;ON;54
Aysen;Aisen;11201;30;43922;1120143922;0;1;3,999680026;0;0;0;1;0;19;0;ON;57
Metropolitana;Buin;13402;30;43922;1340243922;1;9;8,208608094;0;9;8,208608094;0;0;7;0;ON;45
Nuble;Bulnes;16102;30;43922;1610243922;0;13;57,50431282;0;13;57,50431282;0;0;13;0;ON;51
Magallanes;Cabo_de_Hornos;12201;30;43922;1220143922;0;9;453,8577912;0;9;453,8577912;0;0;13;0;ON;51
Biobio;Cabrero;8303;30;43922;830343922;0;4;13,0187144;0;4;13,0187144;0;0;7;0;ON;45
Antofagasta;Calama;2201;30;43922;220143922;0;3;1,576160054;0;1;0,525386685;2;0;19;0;ON;57
Los_Lagos;Calbuco;10102;30;43922;1010243922;0;5;13,60766384;0;5;13,60766384;0;0;10;0;ON;48
Valparaiso;Calera;5502;30;43922;550243922;1;6;11,19590976;0;6;11,19590976;0;0;7;0;ON;45
Metropolitana;Calera_de_Tango;13403;30;43922;1340343922;0;3;10,51709027;0;3;10,51709027;0;0;9;0;ON;47
Valparaiso;Calle_Larga;5302;30;43922;530243922;1;1;6,067224851;0;1;6,067224851;0;0;1;0;START;39
La_Araucania;Carahue;9102;30;43922;910243922;0;1;3,923722828;0;1;3,923722828;0;0;10;0;ON;48
Valparaiso;Casablanca;5102;30;43922;510243922;0;1;3,428179637;0;1;3,428179637;0;0;9;0;ON;47
Los_Lagos;Castro;10201;30;43922;1020143922;0;1;2,100531434;0;1;2,100531434;0;0;7;0;ON;45
Maule;Cauquenes;7201;30;43922;720143922;0;1;2,265364837;0;1;2,265364837;0;0;5;0;ON;43
Metropolitana;Cerrillos;13102;30;43922;1310243922;1;7;7,869058861;1;6;6,744907595;0;0;8;0;ON;46
Metropolitana;Cerro_Navia;13103;30;43922;1310343922;2;12;8,423121468;0;4;2,807707156;8;8;14;0;ON;52
Los_Lagos;Chaiten;10401;30;43922;1040143922;1;1;19,92031873;0;1;19,92031873;0;0;1;0;START;39
Biobio;Chiguayante;8103;30;43922;810343922;2;15;16,45097609;0;15;16,45097609;0;0;12;0;ON;50
Aysen;Chile_Chico;11401;30;43922;1140143922;1;1;19,52743605;0;1;19,52743605;0;0;1;0;START;39
Nuble;Chillan;16101;30;43922;1610143922;9;151;76,0230385;0;128;64,44337039;23;0;21;0;ON;59
Nuble;Chillan_Viejo;16103;30;43922;1610343922;0;26;76,86167854;0;23;67,99302332;3;1;17;0;ON;55
O_Higgins;Chimbarongo;6303;30;43922;630343922;0;2;5,305602716;0;2;5,305602716;0;0;8;0;ON;46
Maule;Colbun;7402;30;43922;740243922;1;3;13,29492577;0;2;8,863283847;1;0;15;0;ON;53
Metropolitana;Colina;13301;30;43922;1330143922;4;41;22,73319546;0;9;4,990213637;32;32;14;0;ON;52
Biobio;Concepcion;8101;30;43922;810143922;5;65;27,30037129;1;59;24,78033701;5;2;20;0;ON;58
Metropolitana;Conchali;13104;30;43922;1310443922;2;20;14,3683322;0;7;5,028916269;13;13;14;0;ON;52
Valparaiso;Concon;5103;30;43922;510343922;1;2;4,358342958;0;2;4,358342958;0;0;2;0;ON;40
Atacama;Copiapo;3101;30;43922;310143922;1;4;2,328749578;0;3;1,746562183;1;0;19;0;ON;57
Coquimbo;Coquimbo;4102;30;43922;410243922;1;17;6,621613726;0;15;5,842600347;2;2;14;0;ON;52
Biobio;Coronel;8102;30;43922;810243922;0;11;8,742022904;0;11;8,742022904;0;0;13;0;ON;51
Aysen;Coihaique;11101;30;43922;1110143922;0;2;3,267439961;0;2;3,267439961;0;0;8;0;ON;46
La_Araucania;Curacautin;9203;30;43922;920343922;1;1;5,501155243;0;1;5,501155243;0;0;1;0;START;39
Metropolitana;Curacavi;13503;30;43922;1350343922;1;6;16,46994236;0;1;2,744990393;5;5;14;0;ON;52
Biobio;Curanilahue;8205;30;43922;820543922;0;1;2,950548802;0;1;2,950548802;0;0;5;0;ON;43
La_Araucania;Curarrehue;9104;30;43922;910443922;0;1;12,81722635;0;1;12,81722635;0;0;11;0;ON;49
Maule;Curico;7301;30;43922;730143922;1;8;4,889198538;0;6;3,666898904;2;1;22;0;ON;60
Atacama;Diego_de_Almagro;3202;30;43922;320243922;0;1;6,964758323;0;1;6,964758323;0;0;4;0;ON;42
Metropolitana;El_Bosque;13105;30;43922;1310543922;3;28;16,27906977;0;17;9,88372093;11;11;14;0;ON;52
Nuble;El_Carmen;16104;30;43922;1610443922;1;1;8,107669856;0;1;8,107669856;0;0;1;0;START;39
Metropolitana;El_Monte;13602;30;43922;1360243922;1;3;7,497375918;0;3;7,497375918;0;0;8;0;ON;46
Valparaiso;El_Tabo;5605;30;43922;560543922;0;1;6,974473427;0;1;6,974473427;0;0;3;0;ON;41
Metropolitana;Estacion_Central;13106;30;43922;1310643922;2;23;11,12228713;0;17;8,220820922;6;0;20;0;ON;58
Biobio;Florida;8104;30;43922;810443922;0;1;8,445232666;0;1;8,445232666;0;0;7;0;ON;45
La_Araucania;Freire;9105;30;43922;910543922;2;2;7,859781498;0;2;7,859781498;0;0;1;0;START;39
Los_Lagos;Frutillar;10105;30;43922;1010543922;0;1;4,944864758;0;1;4,944864758;0;0;12;0;ON;50
Los_Rios;Futrono;14202;30;43922;1420243922;1;2;13,10530109;0;2;13,10530109;0;0;6;0;ON;44
La_Araucania;Gorbea;9107;30;43922;910743922;1;8;52,81225244;0;8;52,81225244;0;0;12;0;ON;50
Los_Lagos;Hualaihue;10403;30;43922;1040343922;0;3;31,49606299;0;3;31,49606299;0;0;3;0;ON;41
Biobio;Hualpen;8112;30;43922;811243922;7;24;24,67282802;0;24;24,67282802;0;0;10;0;ON;48
Biobio;Hualqui;8105;30;43922;810543922;0;4;15,26659288;0;4;15,26659288;0;0;9;0;ON;47
Metropolitana;Huechuraba;13107;30;43922;1310743922;1;20;17,77335419;0;20;17,77335419;0;0;13;0;ON;51
Metropolitana;Independencia;13108;30;43922;1310843922;1;18;12,67025657;0;18;12,67025657;0;0;13;0;ON;51
Tarapaca;Iquique;1101;30;43922;110143922;0;9;4,027512385;0;9;4,027512385;0;0;10;0;ON;48
Valparaiso;Isla_de_Pascua;5201;30;43922;520143922;3;5;60,40836052;0;5;60,40836052;0;0;9;0;ON;47
Metropolitana;La_Cisterna;13109;30;43922;1310943922;2;12;11,94814505;0;12;11,94814505;0;0;13;0;ON;51
Valparaiso;La_Cruz;5504;30;43922;550443922;0;1;3,949291102;0;1;3,949291102;0;0;2;0;ON;40
Metropolitana;La_Florida;13110;30;43922;1311043922;2;60;14,9093141;0;57;14,16384839;3;0;18;0;ON;56
Metropolitana;La_Granja;13111;30;43922;1311143922;3;10;8,159468655;0;10;8,159468655;0;0;12;0;ON;50
Valparaiso;La_Ligua;5401;30;43922;540143922;0;1;2,649778743;0;1;2,649778743;0;0;7;0;ON;45
Metropolitana;La_Pintana;13112;30;43922;1311243922;2;12;6,337972377;0;12;6,337972377;0;0;7;0;ON;45
Metropolitana;La_Reina;13113;30;43922;1311343922;1;27;26,93213103;0;27;26,93213103;0;0;12;0;ON;50
Coquimbo;La_Serena;4101;30;43922;410143922;1;3;1,201653475;0;3;1,201653475;0;0;3;0;ON;41
Los_Rios;La_Union;14201;30;43922;1420143922;0;10;25,29212403;0;10;25,29212403;0;0;10;0;ON;48
Los_Rios;Lago_Ranco;14203;30;43922;1420343922;0;1;9,716284493;0;1;9,716284493;0;0;6;0;ON;44
Biobio;Laja;8304;30;43922;830443922;0;1;4,188832572;0;1;4,188832572;0;0;4;0;ON;42
Metropolitana;Lampa;13302;30;43922;1330243922;0;10;7,880344844;0;10;7,880344844;0;0;11;0;ON;49
Los_Rios;Lanco;14103;30;43922;1410343922;0;1;5,665080444;0;1;5,665080444;0;0;2;0;ON;40
Metropolitana;Las_Condes;13114;30;43922;1311443922;7;209;63,18800093;0;167;50,48993376;42;0;25;0;ON;63
La_Araucania;Lautaro;9108;30;43922;910843922;0;8;19,63382909;0;8;19,63382909;0;0;4;0;ON;42
Valparaiso;Limache;5802;30;43922;580243922;0;2;4,005527628;0;2;4,005527628;0;0;8;0;ON;46
Maule;Linares;7401;30;43922;740143922;1;6;5,936303464;0;6;5,936303464;0;0;11;0;ON;49
Metropolitana;Lo_Barnechea;13115;30;43922;1311543922;2;78;62,86469583;0;78;62,86469583;0;0;6;0;ON;44
Metropolitana;Lo_Espejo;13116;30;43922;1311643922;2;8;7,702305878;0;8;7,702305878;0;0;11;0;ON;49
Metropolitana;Lo_Prado;13117;30;43922;1311743922;2;19;18,19871077;0;19;18,19871077;0;0;11;0;ON;49
La_Araucania;Loncoche;9109;30;43922;910943922;1;1;4,042200574;0;1;4,042200574;0;0;1;0;START;39
Maule;Longavi;7403;30;43922;740343922;0;1;3,047851265;0;1;3,047851265;0;0;10;0;ON;48
Valparaiso;Los_Andes;5301;30;43922;530143922;0;1;1,468579737;0;1;1,468579737;0;0;9;0;ON;47
Biobio;Los_Angeles;8301;30;43922;830143922;0;11;5,033979361;0;10;4,576344873;1;0;24;0;ON;62
Los_Lagos;Los_Muermos;10106;30;43922;1010643922;0;1;5,612617163;0;1;5,612617163;0;0;7;0;ON;45
Coquimbo;Los_Vilos;4203;30;43922;420343922;0;1;4,278257893;0;1;4,278257893;0;0;7;0;ON;45
Biobio;Lota;8106;30;43922;810643922;0;1;2,18579235;0;1;2,18579235;0;0;12;0;ON;50
O_Higgins;Machali;6108;30;43922;610843922;0;6;10,01452106;0;5;8,345434213;1;0;15;0;ON;53
Metropolitana;Macul;13118;30;43922;1311843922;1;10;7,427489137;0;10;7,427489137;0;0;11;0;ON;49
Los_Rios;Mafil;14105;30;43922;1410543922;0;1;13,53363107;0;1;13,53363107;0;0;11;0;ON;49
Metropolitana;Maipu;13119;30;43922;1311943922;3;61;10,54259815;2;56;9,678450757;3;2;15;0;ON;53
Metropolitana;Maria_Pinto;13504;30;43922;1350443922;0;1;6,699718612;0;1;6,699718612;0;0;7;0;ON;45
Los_Rios;Mariquina;14106;30;43922;1410643922;0;2;8,602150538;0;2;8,602150538;0;0;4;0;ON;42
Maule;Maule;7105;30;43922;710543922;1;4;6,666666667;0;4;6,666666667;0;0;6;0;ON;44
Metropolitana;Melipilla;13501;30;43922;1350143922;0;8;5,649238765;0;8;5,649238765;0;0;9;0;ON;47
Maule;Molina;7304;30;43922;730443922;1;3;6,024096386;1;2;4,016064257;0;0;3;0;ON;41
Biobio;Mulchen;8305;30;43922;830543922;0;5;16,10772849;0;5;16,10772849;0;0;7;0;ON;45
Biobio;Nacimiento;8306;30;43922;830643922;0;4;14,31434297;0;3;10,73575723;1;0;15;0;ON;53
Magallanes;Natales;12401;30;43922;1240143922;1;3;12,61458246;0;3;12,61458246;0;0;5;0;ON;43
La_Araucania;Nueva_Imperial;9111;30;43922;911143922;4;7;20,72416141;1;6;17,76356692;0;0;10;0;ON;48
Metropolitana;NuNoa;13120;30;43922;1312043922;4;86;34,37360107;0;85;33,97390804;1;0;22;0;ON;60
O_Higgins;Olivar;6111;30;43922;611143922;1;1;6,838074398;0;1;6,838074398;0;0;1;0;START;39
Los_Lagos;Osorno;10301;30;43922;1030143922;23;114;65,74015339;0;110;63,43348134;4;3;15;0;ON;53
Coquimbo;Ovalle;4301;30;43922;430143922;0;4;3,298452201;0;4;3,298452201;0;0;9;0;ON;47
Metropolitana;Padre_Hurtado;13604;30;43922;1360443922;0;2;2,695853777;0;2;2,695853777;0;0;10;0;ON;48
La_Araucania;Padre_las_Casas;9112;30;43922;911243922;6;25;30,44696139;0;25;30,44696139;0;0;10;0;ON;48
Los_Rios;Paillaco;14107;30;43922;1410743922;0;1;4,80815463;0;1;4,80815463;0;0;2;0;ON;40
Metropolitana;Paine;13404;30;43922;1340443922;0;2;2,4164512;0;2;2,4164512;0;0;13;0;ON;51
Maule;Parral;7404;30;43922;740443922;0;3;6,734913793;0;3;6,734913793;0;0;4;0;ON;42
Metropolitana;Pedro_Aguirre_Cerda;13121;30;43922;1312143922;1;13;12,05903361;0;13;12,05903361;0;0;9;0;ON;47
Maule;Pelluhue;7203;30;43922;720343922;0;1;12,35788433;0;1;12,35788433;0;0;5;0;ON;43
Metropolitana;PeNaflor;13605;30;43922;1360543922;1;13;12,86389994;0;13;12,86389994;0;0;9;0;ON;47
Metropolitana;PeNalolen;13122;30;43922;1312243922;5;49;18,36595477;0;49;18,36595477;0;0;9;0;ON;47
Biobio;Penco;8107;30;43922;810743922;1;1;2,005414619;0;1;2,005414619;0;0;1;0;START;39
Valparaiso;Petorca;5404;30;43922;540443922;0;1;9,471490813;0;1;9,471490813;0;0;4;0;ON;42
Metropolitana;Pirque;13202;30;43922;1320243922;0;1;3,285906746;0;1;3,285906746;0;0;5;0;ON;43
La_Araucania;Pitrufquen;9114;30;43922;911443922;0;7;26,82403433;0;7;26,82403433;0;0;10;0;ON;48
O_Higgins;Placilla;6308;30;43922;630843922;0;1;10,91226539;0;1;10,91226539;0;0;13;0;ON;51
Magallanes;Porvenir;12301;30;43922;1230143922;1;1;13,65560563;0;1;13,65560563;0;0;1;0;START;39
Metropolitana;Providencia;13123;30;43922;1312343922;1;87;55,15090428;0;54;34,23159576;33;0;28;0;ON;66
La_Araucania;Pucon;9115;30;43922;911543922;0;2;6,715465718;0;2;6,715465718;0;0;10;0;ON;48
Metropolitana;Pudahuel;13124;30;43922;1312443922;1;25;9,875996982;0;25;9,875996982;0;0;9;0;ON;47
Metropolitana;Puente_Alto;13201;30;43922;1320143922;7;28;4,33497598;0;28;4,33497598;0;0;13;0;ON;51
Los_Lagos;Puerto_Montt;10101;30;43922;1010143922;6;38;14,10552417;0;29;10,76474213;9;5;26;0;ON;64
Los_Lagos;Puerto_Octay;10302;30;43922;1030243922;0;1;10,87902524;0;1;10,87902524;0;0;4;0;ON;42
Los_Lagos;Puerto_Varas;10109;30;43922;1010943922;0;1;2,056766763;0;0;0;1;0;15;0;ON;53
Magallanes;Punta_Arenas;12101;30;43922;1210143922;32;86;60,57020509;0;84;59,16159567;2;0;16;0;ON;54
Valparaiso;Putaendo;5705;30;43922;570543922;0;2;11,33465571;0;2;11,33465571;0;0;7;0;ON;45
Los_Lagos;Puyehue;10304;30;43922;1030443922;0;1;8,483922966;0;1;8,483922966;0;0;10;0;ON;48
Metropolitana;Quilicura;13125;30;43922;1312543922;2;29;11,38621247;0;29;11,38621247;0;0;9;0;ON;47
Nuble;Quillon;16107;30;43922;1610743922;0;9;47,93097939;0;9;47,93097939;0;0;11;0;ON;49
Valparaiso;Quillota;5501;30;43922;550143922;2;13;13,32349445;0;10;10,24884188;3;0;15;0;ON;53
Valparaiso;Quilpue;5801;30;43922;580143922;0;9;5,386479935;0;9;5,386479935;0;0;13;0;ON;51
Los_Lagos;Quinchao;10210;30;43922;1021043922;0;1;12,05109665;0;1;12,05109665;0;0;7;0;ON;45
O_Higgins;Quinta_de_Tilcoco;6114;30;43922;611443922;0;1;7,20616848;0;1;7,20616848;0;0;8;0;ON;46
Metropolitana;Quinta_Normal;13126;30;43922;1312643922;1;25;18,33274669;0;25;18,33274669;0;0;8;0;ON;46
Valparaiso;Quintero;5107;30;43922;510743922;0;3;8,302200083;0;3;8,302200083;0;0;9;0;ON;47
O_Higgins;Rancagua;6101;30;43922;610143922;1;7;2,639407868;0;7;2,639407868;0;0;13;0;ON;51
Nuble;Ranquil;16206;30;43922;1620643922;0;1;15,97188947;0;1;15,97188947;0;0;11;0;ON;49
Metropolitana;Recoleta;13127;30;43922;1312743922;2;17;8,943837959;0;13;6,839405498;4;0;17;0;ON;55
Metropolitana;Renca;13128;30;43922;1312843922;4;16;9,947341262;1;14;8,703923604;1;1;14;0;ON;52
O_Higgins;Rengo;6115;30;43922;611543922;0;1;1,569612306;0;1;1,569612306;0;0;2;0;ON;40
O_Higgins;Requinoa;6116;30;43922;611643922;0;1;3,292614665;0;0;0;1;0;15;0;ON;53
Maule;Rio_Claro;7108;30;43922;710843922;0;1;6,778282383;0;0;0;1;1;14;0;ON;52
Coquimbo;Rio_Hurtado;4305;30;43922;430543922;0;1;22,87282708;0;1;22,87282708;0;0;6;0;ON;44
Los_Lagos;Rio_Negro;10305;30;43922;1030543922;0;1;7,00525394;0;1;7,00525394;0;0;5;0;ON;43
Maule;Romeral;7306;30;43922;730643922;0;2;12,3685838;0;2;12,3685838;0;0;5;0;ON;43
Coquimbo;Salamanca;4204;30;43922;420443922;0;2;6,87049124;0;2;6,87049124;0;0;13;0;ON;51
Valparaiso;San_Antonio;5601;30;43922;560143922;1;3;3,100422691;0;3;3,100422691;0;0;8;0;ON;46
Metropolitana;San_Bernardo;13401;30;43922;1340143922;2;41;12,24480044;0;40;11,94614677;1;0;15;0;ON;53
Nuble;San_Carlos;16301;30;43922;1630143922;0;13;23,11028941;0;13;23,11028941;0;0;11;0;ON;49
Nuble;San_Fabian;16304;30;43922;1630443922;1;5;107,434465;0;5;107,434465;0;0;5;0;ON;43
Valparaiso;San_Felipe;5701;30;43922;570143922;0;3;3,593072556;0;3;3,593072556;0;0;11;0;ON;49
O_Higgins;San_Fernando;6301;30;43922;630143922;0;3;3,814755474;0;2;2,543170316;1;1;14;0;ON;52
Maule;San_Javier;7406;30;43922;740643922;0;1;2,022203798;0;1;2,022203798;0;0;2;0;ON;40
Metropolitana;San_Joaquin;13129;30;43922;1312943922;2;24;23,19176692;0;24;23,19176692;0;0;10;0;ON;48
Metropolitana;San_Miguel;13130;30;43922;1313043922;4;35;26,30412073;0;34;25,55257442;1;0;16;0;ON;54
Nuble;San_Nicolas;16305;30;43922;1630543922;1;1;8,215576733;0;1;8,215576733;0;0;1;0;START;39
Los_Lagos;San_Pablo;10307;30;43922;1030743922;0;2;18,95195679;0;2;18,95195679;0;0;6;0;ON;44
Antofagasta;San_Pedro_de_Atacama;2203;30;43922;220343922;1;2;19,16810427;0;2;19,16810427;0;0;4;0;ON;42
Biobio;San_Pedro_de_la_Paz;8108;30;43922;810843922;2;45;30,84177484;0;44;30,15640207;1;0;15;0;ON;53
Metropolitana;San_Ramon;13131;30;43922;1313143922;2;7;8,09155011;0;7;8,09155011;0;0;3;0;ON;41
